Bacteria,Country,Resistance,Tested_isolates,PeriodFrom,PeriodTill,Antibiotics,lat,long
Neisseria Gonorrhoeae,Cameroon,0,79,2004,2005,3rdGen Cephalosporinsa,3.8667,11.5167
Neisseria Gonorrhoeae,Central African Republic,0,1,2013,2013,3rdGen Cephalosporinsa,4.3667,18.5833
Neisseria Gonorrhoeae,Central African Republic,0,39,2004,2005,3rdGen Cephalosporinsa,4.3667,18.5833
Neisseria Gonorrhoeae,Guinea-Bissau,0,6,2013,2013,3rdGen Cephalosporinsa,11.85,-15.5667
Neisseria Gonorrhoeae,Kenya,0,168,2002,2009,3rdGen Cephalosporinsa,-1.2667,36.8
Neisseria Gonorrhoeae,Lesotho,0,1,2012,2012,3rdGen Cephalosporinsa,-29.4667,27.9333
Neisseria Gonorrhoeae,Madagascar,0,126,2004,2005,3rdGen Cephalosporinsa,-20,47
Neisseria Gonorrhoeae,Malawi,0,0,2013,2013,3rdGen Cephalosporinsa,-13.95,33.7
Neisseria Gonorrhoeae,Mauritania,0,2,2013,2013,3rdGen Cephalosporinsa,18.15,-15.9667
Neisseria Gonorrhoeae,Mauritius,0,24,2012,2012,3rdGen Cephalosporinsa,-20.2,57.5
Neisseria Gonorrhoeae,Mozambique,0,22,2009,2009,3rdGen Cephalosporinsa,-25.95,32.5833
Neisseria Gonorrhoeae,Namibia,0,3,2012,2012,3rdGen Cephalosporinsa,-22.57,17.0861
Neisseria Gonorrhoeae,South Africa,0,120,2012,2012,3rdGen Cephalosporinsa,-30,25
Neisseria Gonorrhoeae,Uganda,0,151,2007,2011,3rdGen Cephalosporinsa,1.0667,31.8833
Neisseria Gonorrhoeae,Zimbabwe,12.3,57,2012,2012,3rdGen Cephalosporinsa,-17.8333,31.05
Neisseria Gonorrhoeae,Argentina,0,316,2010,2010,3rdGen Cephalosporinsa,-34.6,-58.3833
Neisseria Gonorrhoeae,Canada,31,155,2010,2010,3rdGen Cephalosporinsa,45.4,-75.6667
Neisseria Gonorrhoeae,Chile,0,508,2010,2010,3rdGen Cephalosporinsa,-33.4333,-70.6667
Neisseria Gonorrhoeae,Dominican Republic,0,3,2013,2013,3rdGen Cephalosporinsa,19,-70.6667
Neisseria Gonorrhoeae,Ecuador,0,6,2010,2010,3rdGen Cephalosporinsa,-0.15,-78.35
Neisseria Gonorrhoeae,El Salvador,0,14,2010,2010,3rdGen Cephalosporinsa,13.6667,-89.1667
Neisseria Gonorrhoeae,Panama,0,1,2010,2010,3rdGen Cephalosporinsa,8.9833,-79.5167
Neisseria Gonorrhoeae,Panama,0,10,2011,2012,3rdGen Cephalosporinsa,8.9833,-79.5167
Neisseria Gonorrhoeae,Paraguay,0,13,2010,2010,3rdGen Cephalosporinsa,-25.266,-57.6667
Neisseria Gonorrhoeae,United States,1.4,5467,2011,2011,3rdGen Cephalosporinsa,38.8833,-77.0167
Neisseria Gonorrhoeae,United States,0.4,5467,2011,2011,3rdGen Cephalosporinsa,38.8833,-77.0167
Neisseria Gonorrhoeae,Venezuela,0,14,2010,2010,3rdGen Cephalosporinsa,10.5,-66.9667
Neisseria Gonorrhoeae,International,7,110,2000,2009,3rdGen Cephalosporinsa,,
Neisseria Gonorrhoeae,Bahrain,0,41,2012,2012,3rdGen Cephalosporinsa,26.0275,50.55
Neisseria Gonorrhoeae,Morocco,0,72,2009,2009,3rdGen Cephalosporinsa,32,-6
Neisseria Gonorrhoeae,Pakistan,0,106,2007,2009,3rdGen Cephalosporinsa,33.6667,73.1667
Neisseria Gonorrhoeae,Saudi Arabia,0,8,2005,2006,3rdGen Cephalosporinsa,24,45
Neisseria Gonorrhoeae,Austria,13.2,106,2011,2011,3rdGen Cephalosporinsa,48.2,16.35
Neisseria Gonorrhoeae,Belarus,0,80,2009,2009,3rdGen Cephalosporinsa,53.9167,27.55
Neisseria Gonorrhoeae,Belgium,0.9,110,2011,2011,3rdGen Cephalosporinsa,50.85,4.35
Neisseria Gonorrhoeae,Cyprus,10,10,2011,2011,3rdGen Cephalosporinsa,35,33
Neisseria Gonorrhoeae,Denmark,25,110,2011,2011,3rdGen Cephalosporinsa,55.72,12.57
Neisseria Gonorrhoeae,Finland,2.1,145,2011,2011,3rdGen Cephalosporinsa,64,26
Neisseria Gonorrhoeae,France,0,109,2011,2011,3rdGen Cephalosporinsa,47,2
Neisseria Gonorrhoeae,Germany,10.2,108,2011,2011,3rdGen Cephalosporinsa,52.5167,13.3833
Neisseria Gonorrhoeae,Greece,3,100,2011,2011,3rdGen Cephalosporinsa,39,22
Neisseria Gonorrhoeae,Ireland,3.1,64,2011,2011,3rdGen Cephalosporinsa,53,-8
Neisseria Gonorrhoeae,Israel,0,406,2002,2007,3rdGen Cephalosporinsa,31,35
Neisseria Gonorrhoeae,Italy,3,99,2011,2011,3rdGen Cephalosporinsa,41.9,12.4833
Neisseria Gonorrhoeae,Latvia,0,28,2011,2011,3rdGen Cephalosporinsa,57,25
Neisseria Gonorrhoeae,Malta,7.7,13,2011,2011,3rdGen Cephalosporinsa,35.8833,14.5
Neisseria Gonorrhoeae,Netherlands,0,217,2011,2011,3rdGen Cephalosporinsa,52.3167,5.55
Neisseria Gonorrhoeae,Norway,1.3,77,2011,2011,3rdGen Cephalosporinsa,61,8
Neisseria Gonorrhoeae,Portugal,0,109,2011,2011,3rdGen Cephalosporinsa,38.7,-9.1833
Neisseria Gonorrhoeae,Romania,15.4,26,2011,2011,3rdGen Cephalosporinsa,44.4167,26.1
Neisseria Gonorrhoeae,Russian Federation,0,407,2010,2010,3rdGen Cephalosporinsa,60,90
Neisseria Gonorrhoeae,Slovakia,36.3,113,2011,2011,3rdGen Cephalosporinsa,48.15,17.1167
Neisseria Gonorrhoeae,Slovenia,36.8,19,2011,2011,3rdGen Cephalosporinsa,46.05,14.5
Neisseria Gonorrhoeae,Spain,15,100,2011,2011,3rdGen Cephalosporinsa,40.4333,-3.7
Neisseria Gonorrhoeae,Sweden,7.6,105,2011,2011,3rdGen Cephalosporinsa,59.35,18.0667
Neisseria Gonorrhoeae,Switzerland,1.9,107,2012,2012,3rdGen Cephalosporinsa,46.8333,8.3333
Neisseria Gonorrhoeae,United Kingdom,2.8,251,2011,2011,3rdGen Cephalosporinsa,51.5,-0.1167
Neisseria Gonorrhoeae,International,0,1285,2006,2008,3rdGen Cephalosporinsa,,
Neisseria Gonorrhoeae,Bhutan,2.2,181,2010,2010,3rdGen Cephalosporinsa,27.417,90.435
Neisseria Gonorrhoeae,Bhutan,0.16,1111,2008,2012,3rdGen Cephalosporinsa,27.417,90.435
Neisseria Gonorrhoeae,India,3.9,51,2010,2010,3rdGen Cephalosporinsa,21,78
Neisseria Gonorrhoeae,Indonesia,1.92,218,2013,2013,3rdGen Cephalosporinsa,-6.175,106.8283
Neisseria Gonorrhoeae,Indonesia,2.88,218,2013,2013,3rdGen Cephalosporinsa,-6.175,106.8283
Neisseria Gonorrhoeae,Myanmar,18,22,2012,2012,3rdGen Cephalosporinsa,22,96
Neisseria Gonorrhoeae,Nepal,0,7,2012,2012,3rdGen Cephalosporinsa,26.5333,86.7333
Neisseria Gonorrhoeae,Sri Lanka,0,75,2010,2010,3rdGen Cephalosporinsa,7,81
Neisseria Gonorrhoeae,Thailand,0,213,2012,2012,3rdGen Cephalosporinsa,13.75,100.4833
Neisseria Gonorrhoeae,Australia,3.6,3647,2012,2012,3rdGen Cephalosporinsa,-35.308,149.1245
Neisseria Gonorrhoeae,Australia,1.4,459,2012,2012,3rdGen Cephalosporinsa,-35.308,149.1245
Neisseria Gonorrhoeae,China,21,1349,2011,2011,3rdGen Cephalosporinsa,35,103
Neisseria Gonorrhoeae,China,1.6,1225,2011,2011,3rdGen Cephalosporinsa,35,103
Neisseria Gonorrhoeae,China,3.8,569,2010,2010,3rdGen Cephalosporinsa,35,103
Neisseria Gonorrhoeae,Fiji,0.4,541,2010,2010,3rdGen Cephalosporinsa,-18,179
Neisseria Gonorrhoeae,Japan,"4,8",441,2011,2011,3rdGen Cephalosporinsa,35.6833,139.7667
Neisseria Gonorrhoeae,Laos,0,24,2012,2013,3rdGen Cephalosporinsa,17.9667,102.6
Neisseria Gonorrhoeae,Malaysia,1.8,109,2012,2012,3rdGen Cephalosporinsa,3.1333,101.7
Neisseria Gonorrhoeae,Mongolia,30.7,150,2010,2010,3rdGen Cephalosporinsa,46,105
Neisseria Gonorrhoeae,New Caledonia,0,81,2010,2010,3rdGen Cephalosporinsa,-21.25,165.3
Neisseria Gonorrhoeae,New Zealand,3.2,317,2010,2010,3rdGen Cephalosporinsa,-42,174
Neisseria Gonorrhoeae,Philippines,0,34,2011,2011,3rdGen Cephalosporinsa,13,122
Neisseria Gonorrhoeae,South Korea,25,64,2011,2011,3rdGen Cephalosporinsa,37.55,126.9667
Neisseria Gonorrhoeae,South Korea,0,61,2011,2011,3rdGen Cephalosporinsa,37.55,126.9667
Neisseria Gonorrhoeae,South Korea,0,91,2012,2012,3rdGen Cephalosporinsa,37.55,126.9667
Neisseria Gonorrhoeae,Samoa,0,5,2011,2011,3rdGen Cephalosporinsa,-13.8333,-171.75
Neisseria Gonorrhoeae,Singapore,6.9,160,2010,2010,3rdGen Cephalosporinsa,1.3,103.8
Neisseria Gonorrhoeae,Singapore,14.1,148,2012,2012,3rdGen Cephalosporinsa,1.3,103.8
Neisseria Gonorrhoeae,Solomon Islands,10,10,2012,2012,3rdGen Cephalosporinsa,-9.4667,159.8167
Neisseria Gonorrhoeae,Tonga,0,4,2010,2010,3rdGen Cephalosporinsa,-21.1333,-175.2
Neisseria Gonorrhoeae,Vietnam,1.3,75,2011,2011,3rdGen Cephalosporinsa,21.0333,105.85
Nontyphoidal Salmonella,Botswana,1.6,61,2012,2012,Fluoroquinolones,-24.6583,25.9083
Nontyphoidal Salmonella,Burkina Faso,1,25,2009,2010,Fluoroquinolones,12.3333,-1.6667
Nontyphoidal Salmonella,Burundi,14.2,14,2012,2012,Fluoroquinolones,-3.5,30
Nontyphoidal Salmonella,Central African Republic,0,114,2013,2013,Fluoroquinolones,4.3667,18.5833
Nontyphoidal Salmonella,Republic of the Congo,1.65,61,2012,2012,Fluoroquinolones,-4.2678,15.2919
Nontyphoidal Salmonella,Democratic Republic of the Congo,1.3,79,2010,2011,Fluoroquinolones,-2.88,23.656
Nontyphoidal Salmonella,Ethiopia,14,8,2013,2013,Fluoroquinolones,9.0167,38.75
Nontyphoidal Salmonella,Ethiopia,0,37,1992,1993,Fluoroquinolones,9.0167,38.75
Nontyphoidal Salmonella,Ethiopia,8.9,214,2008,2008,Fluoroquinolones,9.0167,38.75
Nontyphoidal Salmonella,Ghana,0,9,2013,2013,Fluoroquinolones,5.55,-0.2
Nontyphoidal Salmonella,Ghana,0,247,2002,2003,Fluoroquinolones,5.55,-0.2
Nontyphoidal Salmonella,Ghana,0,113,2007,2009,Fluoroquinolones,5.55,-0.2
Nontyphoidal Salmonella,Kenya,0,1,2013,2013,Fluoroquinolones,-1.2667,36.8
Nontyphoidal Salmonella,Kenya,0,23,2007,2007,Fluoroquinolones,-1.2667,36.8
Nontyphoidal Salmonella,Lesotho,0,2,2012,2012,Fluoroquinolones,-29.4667,27.9333
Nontyphoidal Salmonella,Liberia,0,4,2012,2012,Fluoroquinolones,6.3167,-10.8
Nontyphoidal Salmonella,Malawi,0,4,2013,2013,Fluoroquinolones,-13.95,33.7
Nontyphoidal Salmonella,Malawi,0,22,2006,2007,Fluoroquinolones,-13.95,33.7
Nontyphoidal Salmonella,Mauritania,35,68,2013,2013,Fluoroquinolones,18.15,-15.9667
Nontyphoidal Salmonella,Mauritius,3.2,124,2012,2012,Fluoroquinolones,-20.2,57.5
Nontyphoidal Salmonella,Mozambique,0,40,2001,2003,Fluoroquinolones,-25.95,32.5833
Nontyphoidal Salmonella,Namibia,8,171,2012,2012,Fluoroquinolones,-22.57,17.0861
Nontyphoidal Salmonella,Niger,0,1,2013,2013,Fluoroquinolones,13.5333,2.0833
Nontyphoidal Salmonella,Nigeria,30,30,2006,2008,Fluoroquinolones,8,10
Nontyphoidal Salmonella,Senegal,0,62,1996,2005,Fluoroquinolones,14.6667,-17.4167
Nontyphoidal Salmonella,Senegal,0,249,2004,2006,Fluoroquinolones,14.6667,-17.4167
Nontyphoidal Salmonella,South Africa,3,2137,2012,2012,Fluoroquinolones,-30,25
Nontyphoidal Salmonella,Togo,0,51,1995,2004,Fluoroquinolones,6.1167,1.2167
Nontyphoidal Salmonella,Uganda,6.7,15,2012,2012,Fluoroquinolones,1.0667,31.8833
Nontyphoidal Salmonella,Uganda,0,42,2006,2007,Fluoroquinolones,1.0667,31.8833
Nontyphoidal Salmonella,Tanzania,8,13,2012,2012,Fluoroquinolones,-6.307,34.854
Nontyphoidal Salmonella,Tanzania,0,6,2005,2006,Fluoroquinolones,-6.307,34.854
Nontyphoidal Salmonella,Zambia,13.5,97,2012,2012,Fluoroquinolones,-15.4167,28.2833
Nontyphoidal Salmonella,Zimbabwe,0,50,2013,2013,Fluoroquinolones,-17.8333,31.05
Nontyphoidal Salmonella,Argentina,3,452,2010,2010,Fluoroquinolones,-34.6,-58.3833
Nontyphoidal Salmonella,Bolivia,12,60,2010,2010,Fluoroquinolones,-16.712,-64.666
Nontyphoidal Salmonella,Brazil,2,7221,2010,2010,Fluoroquinolones,-15.7833,-47.8667
Nontyphoidal Salmonella,Canada,0,996,2011,2011,Fluoroquinolones,45.4,-75.6667
Nontyphoidal Salmonella,Chile,0.3,384,2010,2010,Fluoroquinolones,-33.4333,-70.6667
Nontyphoidal Salmonella,Colombia,0.4,240,2010,2010,Fluoroquinolones,4.5833,-74.0667
Nontyphoidal Salmonella,Colombia,0.4,217,2010,2010,Fluoroquinolones,4.5833,-74.0667
Nontyphoidal Salmonella,Costa Rica,0,2,2010,2010,Fluoroquinolones,9.9333,-84.0833
Nontyphoidal Salmonella,Cuba,0,20,2009,2009,Fluoroquinolones,23.1333,-82.3833
Nontyphoidal Salmonella,Dominican Republic,3,26,2009,2009,Fluoroquinolones,19,-70.6667
Nontyphoidal Salmonella,Ecuador,0,16,2010,2010,Fluoroquinolones,-0.15,-78.35
Nontyphoidal Salmonella,El Salvador,0,21,2010,2010,Fluoroquinolones,13.6667,-89.1667
Nontyphoidal Salmonella,Honduras,6,75,2010,2010,Fluoroquinolones,14.1,-87.2167
Nontyphoidal Salmonella,Mexico,0,188,2010,2010,Fluoroquinolones,19,-99.1333
Nontyphoidal Salmonella,Nicaragua,0,11,2010,2010,Fluoroquinolones,13,-85
Nontyphoidal Salmonella,Panama,10,102,2010,2010,Fluoroquinolones,8.9833,-79.5167
Nontyphoidal Salmonella,Panama,12,126,2010,2010,Fluoroquinolones,8.9833,-79.5167
Nontyphoidal Salmonella,Paraguay,0,116,2013,2013,Fluoroquinolones,-25.266,-57.6667
Nontyphoidal Salmonella,Peru,96,42,2010,2010,Fluoroquinolones,-12.0433,-77.0283
Nontyphoidal Salmonella,Peru,23,66,2012,2012,Fluoroquinolones,-12.0433,-77.0283
Nontyphoidal Salmonella,Trinidad and Tobago,0,8,2007,2007,Fluoroquinolones,10.6667,-61.5167
Nontyphoidal Salmonella,United States,0.4,5,1996,1996,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,0.9,12,1997,1997,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,1.4,20,1998,1998,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,1.1,16,1999,1999,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.5,34,2000,2000,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.6,37,2001,2001,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,1.8,36,2002,2002,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.3,43,2003,2003,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.2,39,2004,2004,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,1.9,38,2005,2005,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.4,52,2006,2006,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.2,48,2007,2007,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.1,49,2008,2008,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,1.8,39,2009,2009,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2,48,2010,2010,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.2,51,2011,2011,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.4,54,2012,2012,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,United States,2.8,61,2013,2013,Fluoroquinolones,38.8833,-77.0167
Nontyphoidal Salmonella,Uruguay,0,258,1992,2000,Fluoroquinolones,-34.8833,-56.1667
Nontyphoidal Salmonella,Venezuela,0,44,2010,2010,Fluoroquinolones,10.5,-66.9667
Nontyphoidal Salmonella,Iran,6.3,125,2013,2013,Fluoroquinolones,32,53
Nontyphoidal Salmonella,Jordan,49.1,387,2011,2011,Fluoroquinolones,31.95,35.9333
Nontyphoidal Salmonella,Kuwait,1.6,247,2003,2005,Fluoroquinolones,29.3697,47.9783
Nontyphoidal Salmonella,Libya,63.1,19,2008,2008,Fluoroquinolones,27,17
Nontyphoidal Salmonella,Morocco,0,150,2000,2008,Fluoroquinolones,32,-6
Nontyphoidal Salmonella,Oman,2,60,2012,2012,Fluoroquinolones,23.6,58.55
Nontyphoidal Salmonella,Saudi Arabia,46,213,2007,2009,Fluoroquinolones,24,45
Nontyphoidal Salmonella,United Arab Emirates,13.2,257,2012,2012,Fluoroquinolones,24.4667,54.3667
Nontyphoidal Salmonella,United Arab Emirates,0.8,122,2003,2005,Fluoroquinolones,24.4667,54.3667
Nontyphoidal Salmonella,Yemen,0.7,406,2003,2005,Fluoroquinolones,15,48
Nontyphoidal Salmonella,International network,4.5,400,2003,2005,Fluoroquinolones,,
Nontyphoidal Salmonella,Austria,0.7,2235,2011,2011,Fluoroquinolones,48.2,16.35
Nontyphoidal Salmonella,Belgium,0,22,2000,2006,Fluoroquinolones,50.85,4.35
Nontyphoidal Salmonella,Croatia,0,2858,2012,2012,Fluoroquinolones,45.8,16
Nontyphoidal Salmonella,Czech Republic,3.8,637,2012,2012,Fluoroquinolones,49.75,15.75
Nontyphoidal Salmonella,Denmark,14.6d,1149,2010,2010,Fluoroquinolones,55.72,12.57
Nontyphoidal Salmonella,Estonia,1.1,359,2011,2011,Fluoroquinolones,59,26
Nontyphoidal Salmonella,Finland,20.6,1978,2012,2012,Fluoroquinolones,64,26
Nontyphoidal Salmonella,France,9,1367,2011,2011,Fluoroquinolones,47,2
Nontyphoidal Salmonella,Georgia,0,16,2012,2012,Fluoroquinolones,41.7167,44.7833
Nontyphoidal Salmonella,Germany,1.1,1933,2011,2011,Fluoroquinolones,52.5167,13.3833
Nontyphoidal Salmonella,Greece,0,363,2012,2012,Fluoroquinolones,39,22
Nontyphoidal Salmonella,Hungary,0.1,697,2011,2011,Fluoroquinolones,47.4333,19.25
Nontyphoidal Salmonella,Iceland,4.5,44,2011,2011,Fluoroquinolones,65,-18
Nontyphoidal Salmonella,Ireland,1,304,2011,2011,Fluoroquinolones,53,-8
Nontyphoidal Salmonella,Israel,13.3,1490,2002,2007,Fluoroquinolones,31,35
Nontyphoidal Salmonella,Italy,11.3,1522,2011,2011,Fluoroquinolones,41.9,12.4833
Nontyphoidal Salmonella,Latvia,0,105,2011,2011,Fluoroquinolones,57,25
Nontyphoidal Salmonella,Lithuania,0.7,1800,2011,2011,Fluoroquinolones,55,24
Nontyphoidal Salmonella,Luxembourg,4.1,123,2011,2011,Fluoroquinolones,49.6117,6.13
Nontyphoidal Salmonella,Malta,9.2,120,2011,2011,Fluoroquinolones,35.8833,14.5
Nontyphoidal Salmonella,Netherlands,10.2,1115,2011,2011,Fluoroquinolones,52.3167,5.55
Nontyphoidal Salmonella,Norway,2.2,1245,2011,2011,Fluoroquinolones,61,8
Nontyphoidal Salmonella,Moldova,4.2,310,2012,2012,Fluoroquinolones,47,28.9167
Nontyphoidal Salmonella,Romania,0.7,281,2011,2011,Fluoroquinolones,44.4167,26.1
Nontyphoidal Salmonella,Serbia,8.7,1756,2004,2010,Fluoroquinolones,44.8,20.4667
Nontyphoidal Salmonella,Slovakia,3.2,249,2011,2011,Fluoroquinolones,48.15,17.1167
Nontyphoidal Salmonella,Slovenia,0.3,400,2011,2011,Fluoroquinolones,46.05,14.5
Nontyphoidal Salmonella,Spain,0.7,2110,2011,2011,Fluoroquinolones,40.4333,-3.7
Nontyphoidal Salmonella,Sweden,21,66,2011,2011,Fluoroquinolones,59.35,18.0667
Nontyphoidal Salmonella,Switzerland,8,327,2012,2012,Fluoroquinolones,46.8333,8.3333
Nontyphoidal Salmonella,Turkey,1.1,378,2011,2011,Fluoroquinolones,39.9167,32.8333
Nontyphoidal Salmonella,United Kingdom,17.6,9354,2011,2011,Fluoroquinolones,51.5,-0.1167
Nontyphoidal Salmonella,Bangladesh,1.4,958,2005,2008,Fluoroquinolones,23.7,90.35
Nontyphoidal Salmonella,Bhutan,0,5,2011,2012,Fluoroquinolones,27.417,90.435
Nontyphoidal Salmonella,Nepal,4,1102,2012,2012,Fluoroquinolones,26.5333,86.7333
Nontyphoidal Salmonella,Thailand,0.2 (nor); 4 (cip),1483,2012,2012,Fluoroquinolones,13.75,100.4833
Nontyphoidal Salmonella,International network,4.5,400,2003,2005,Fluoroquinolones,,
Nontyphoidal Salmonella,Brunei Darussalam,0,51,2012,2012,Fluoroquinolones,4.8903,114.9422
Nontyphoidal Salmonella,Cambodia,2.3,88,2007,2013,Fluoroquinolones,11.55,104.9167
Nontyphoidal Salmonella,China,11.9,177,2011,2011,Fluoroquinolones,35,103
Nontyphoidal Salmonella,Fiji,0.3,383,2012,2012,Fluoroquinolones,-18,179
Nontyphoidal Salmonella,Japan,2,1966,2011,2011,Fluoroquinolones,35.6833,139.7667
Nontyphoidal Salmonella,Kiribati,0,1,2013,2013,Fluoroquinolones,1.4667,173.0333
Nontyphoidal Salmonella,Laos,1.3,75,2012,2013,Fluoroquinolones,17.9667,102.6
Nontyphoidal Salmonella,Laos,9.1,11,2012,2011,Fluoroquinolones,17.9667,102.6
Nontyphoidal Salmonella,Malaysia,1.3,1787,2012,2012,Fluoroquinolones,3.1333,101.7
Nontyphoidal Salmonella,Micronesia,,¢30,2011,2011,Fluoroquinolones,6.9167,158.1833
Nontyphoidal Salmonella,New Zealand,0.5,222,2013,2013,Fluoroquinolones,-42,174
Nontyphoidal Salmonella,Papua New Guinea,33.3,15,2012,2012,Fluoroquinolones,-9.5,147.1167
Nontyphoidal Salmonella,Philippines,14.3,98,2012,2012,Fluoroquinolones,13,122
Nontyphoidal Salmonella,South Korea,0,38,2012,2012,Fluoroquinolones,37.55,126.9667
Nontyphoidal Salmonella,Samoa,0,102,2011,2011,Fluoroquinolones,-13.8333,-171.75
Nontyphoidal Salmonella,International network,4.5,400,2003,2005,Fluoroquinolones,,
Shigella Species,Benin,0,1,2012,2012,Fluoroquinolones,6.4972,2.605
Shigella Species,Botswana,2.9,34,2012,2012,Fluoroquinolones,-24.6583,25.9083
Shigella Species,Burkina Faso,0,16,2009,2010,Fluoroquinolones,12.3333,-1.6667
Shigella Species,Central African Republic,0,60,2012,2012,Fluoroquinolones,4.3667,18.5833
Shigella Species,Ethiopia,0,7,2012,2012,Fluoroquinolones,9.0167,38.75
Shigella Species,Ethiopia,9.2,65,2005,2005,Fluoroquinolones,9.0167,38.75
Shigella Species,Ethiopia,0,76,1992,1993,Fluoroquinolones,9.0167,38.75
Shigella Species,Ethiopia,2.2,90,2006,2008,Fluoroquinolones,9.0167,38.75
Shigella Species,Ethiopia,8.9,214,2008,2008,Fluoroquinolones,9.0167,38.75
Shigella Species,Ghana,0,5,2008,2008,Fluoroquinolones,5.55,-0.2
Shigella Species,Kenya,0,1,2013,2013,Fluoroquinolones,-1.2667,36.8
Shigella Species,Kenya,1,181,2006,2009,Fluoroquinolones,-1.2667,36.8
Shigella Species,Kenya,1,224,2007,2011,Fluoroquinolones,-1.2667,36.8
Shigella Species,Lesotho,0,1,2012,2012,Fluoroquinolones,-29.4667,27.9333
Shigella Species,Liberia,0,3,2012,2012,Fluoroquinolones,6.3167,-10.8
Shigella Species,Mauritius,25,4,2012,2012,Fluoroquinolones,-20.2,57.5
Shigella Species,Mozambique,0,109,2001,2003,Fluoroquinolones,-25.95,32.5833
Shigella Species,Namibia,1,58,2012,2012,Fluoroquinolones,-22.57,17.0861
Shigella Species,Senegal,0.6,165,2004,2006,Fluoroquinolones,14.6667,-17.4167
Shigella Species,South Africa,0.06,1639,2012,2012,Fluoroquinolones,-30,25
Shigella Species,Uganda,0,3,2012,2012,Fluoroquinolones,1.0667,31.8833
Shigella Species,Tanzania,0,15,2005,2006,Fluoroquinolones,-6.307,34.854
Shigella Species,Zambia,15.4,28,2012,2012,Fluoroquinolones,-15.4167,28.2833
Shigella Species,Zimbabwe,0,15,2013,2013,Fluoroquinolones,-17.8333,31.05
Shigella Species,Argentina,0.1,2288,2010,2010,Fluoroquinolones,-34.6,-58.3833
Shigella Species,Bolivia,3,122,2010,2010,Fluoroquinolones,-16.712,-64.666
Shigella Species,Brazil,1.3,77,2010,2010,Fluoroquinolones,-15.7833,-47.8667
Shigella Species,Brazil,14.9,222,2002,2007,Fluoroquinolones,-15.7833,-47.8667
Shigella Species,Canada,20.1,164,2002,2007,Fluoroquinolones,45.4,-75.6667
Shigella Species,Chile,8,51,2010,2010,Fluoroquinolones,-33.4333,-70.6667
Shigella Species,Colombia,0,286,2010,2010,Fluoroquinolones,4.5833,-74.0667
Shigella Species,Costa Rica,0,148,2010,2010,Fluoroquinolones,9.9333,-84.0833
Shigella Species,Cuba,0,50,2009,2009,Fluoroquinolones,23.1333,-82.3833
Shigella Species,Dominican Republic,2,20,2009,2009,Fluoroquinolones,19,-70.6667
Shigella Species,Ecuador,0,55,2010,2010,Fluoroquinolones,-0.15,-78.35
Shigella Species,El Salvador,0,39,2010,2010,Fluoroquinolones,13.6667,-89.1667
Shigella Species,Guatemala,0,3,2010,2010,Fluoroquinolones,14.6133,-90.5353
Shigella Species,Honduras,4,52,2010,2010,Fluoroquinolones,14.1,-87.2167
Shigella Species,Mexico,0,2,2010,2010,Fluoroquinolones,19,-99.1333
Shigella Species,Nicaragua,0,6,2010,2010,Fluoroquinolones,13,-85
Shigella Species,Panama,0,19,2010,2010,Fluoroquinolones,8.9833,-79.5167
Shigella Species,Panama,3,27,2011,2012,Fluoroquinolones,8.9833,-79.5167
Shigella Species,Paraguay,0,153,2010,2010,Fluoroquinolones,-25.266,-57.6667
Shigella Species,Peru,0,121,2010,2010,Fluoroquinolones,-12.0433,-77.0283
Shigella Species,Peru,1,117,2012,2012,Fluoroquinolones,-12.0433,-77.0283
Shigella Species,United States,1.6,6,1999,1999,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,0.9,4,2000,2000,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,1.7,6,2001,2001,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,1.6,10,2002,2002,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,1,5,2003,2003,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,1.6,5,2004,2004,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,1.5,6,2005,2005,Fluoroquinolones,38.8833,-77.0167
Shigella Species,United States,3.5,14,2006,2006,Fluoroquinolones,38.8833,-77.0167
